"","educ","yob","qob","pob","wklywge"
"5223",12,37,4,49,406.354121548001
"5224",9,34,3,26,527.596084777676
"5225",18,32,1,36,577.019464553128
"5226",14,37,1,15,175.288467054555
"5227",20,34,1,36,1442.30816259091
"5228",10,37,2,21,250.192344489313
"5229",8,32,3,17,400.100193703185
"5230",12,38,2,42,274.903739992878
"5231",11,33,3,55,364.899874677889
"5232",18,33,3,19,384.711614361321
"5233",12,30,1,1,471.25012310832
"5234",5,31,2,21,256.730783287558
"5235",8,33,4,48,291.826953034046
"5236",18,30,3,36,461.634752774662
"5237",16,39,3,17,423.172966617204
"5238",14,39,4,36,442.403782444095
"5239",12,35,2,25,673.172761319504
"5240",9,32,3,33,192.403936884517
"5241",12,33,2,45,355.865553210626
"5242",12,39,3,36,62.6250275922662
"5243",16,36,2,31,673.172761319504
"5244",8,38,3,17,125.250032569391
"5245",16,39,1,48,571.250033013444
"5246",12,37,3,17,538.557893694644
"5247",12,39,2,42,277.019250454993
"5248",12,38,4,26,77.019219915602
"5249",10,32,3,39,247.040922242454
"5250",9,35,3,25,650.095971205988
"5251",12,32,2,29,485.865579377196
"5252",15,33,2,39,480.86520896896
"5253",16,31,3,37,1320.10030324454
"5254",12,31,4,55,366.826872612095
"5255",11,31,1,31,165.480770874951
"5256",12,33,2,28,526.442440072889
"5257",16,39,4,17,903.942724020006
"5258",17,35,2,27,413.557681292001
"5259",12,38,2,45,269.326931395683
"5260",12,32,4,21,596.249974836729
"5261",12,30,2,17,610.288624388379
"5262",12,32,3,36,440.100011523118
"5263",20,32,1,25,296.057591121948
"5264",12,38,3,51,403.94228142715
"5265",11,36,3,36,120.096189397233
"5266",18,36,2,6,707.211660888204
"5267",16,37,3,37,225.624925749725
"5268",8,31,2,17,434.189033356227
"5269",12,30,2,36,460.100065720034
"5270",12,31,2,39,236.2501024442
"5271",12,32,2,26,382.211454015308
"5272",12,36,3,9,141.826857464032
"5273",11,31,1,21,168.942260043865
"5274",17,32,3,1,442.403782444095
"5275",17,31,3,36,1057.78883113816
"5276",13,34,3,1,580.288271561158
"5277",12,35,4,15,577.019464553128
"5278",17,39,1,48,555.865300715766
"5279",11,37,4,25,211.634557104866
"5280",12,33,4,26,365.480892455584
"5281",17,31,4,8,686.372854670314
"5282",8,36,2,36,114.099970691362
"5283",7,31,2,51,134.711573460991
"5284",13,35,3,29,961.635037706562
"5285",12,30,4,36,519.327133692303
"5286",12,38,2,13,446.826778779709
"5287",16,37,4,34,1200.09980121858
"5288",18,31,1,11,884.711851087656
"5289",17,32,1,54,750.095851226683
"5290",12,34,1,47,327.01923768246
"5291",9,39,4,13,20.5000023340407
"5292",14,31,4,39,461.634752774662
"5293",16,37,3,22,634.711776134749
"5294",11,31,4,16,171.607175251566
"5295",12,39,3,39,500.095959996047
"5296",12,32,2,39,521.847813314238
"5297",12,32,1,36,217.403918738341
"5298",11,33,2,9,288.942295897111
"5299",12,34,4,21,248.942264474879
"5300",16,38,2,42,988.750475507922
"5301",14,39,3,29,327.01923768246
"5302",8,39,3,37,503.942412182317
"5303",12,37,4,37,403.94228142715
"5304",16,32,3,19,413.17325143599
"5305",13,34,4,8,384.711614361321
"5306",12,34,3,17,459.711445379718
"5307",12,37,2,33,480.86520896896
"5308",12,37,3,17,605.865491372069
"5309",11,33,4,36,204.361605363929
"5310",12,38,1,26,769.326917920281
"5311",12,30,3,26,865.480634986267
"5312",12,31,3,20,286.44226570962
"5313",16,33,1,19,611.634572245124
"5314",8,37,3,22,533.499962259247
"5315",12,35,2,22,307.788543464825
"5316",12,37,3,55,542.018969551663
"5317",6,33,2,21,307.788543464825
"5318",14,35,4,36,961.635037706562
"5319",10,35,2,56,625.156488502401
"5320",12,37,3,25,288.557680969383
"5321",2,39,4,22,46.3461395760236
"5322",12,35,1,31,182.403816278344
"5323",7,32,4,34,403.94228142715
"5324",18,33,2,42,769.326917920281
"5325",9,33,3,32,317.403869735091
"5326",15,30,4,17,288.557680969383
"5327",9,37,2,10,173.173156750926
"5328",12,34,4,13,461.634752774662
"5329",18,37,2,36,368.300065022995
"5330",12,30,3,18,237.019164325766
"5331",10,36,3,42,346.249980090089
"5332",18,39,2,29,865.480634986267
"5333",12,36,1,34,346.249980090089
"5334",17,34,2,55,346.249980090089
"5335",12,39,2,39,400.100193703185
"5336",15,32,4,27,480.86520896896
"5337",17,33,3,18,534.861053456884
"5338",14,31,3,50,653.942220699472
"5339",7,37,1,54,685.865126640399
"5340",12,32,3,17,192.403936884517
"5341",19,39,2,26,252.019130673241
"5342",12,31,2,21,432.788432478619
"5343",12,38,1,42,384.711614361321
"5344",9,31,3,29,277.211568541466
"5345",20,37,3,6,596.249974836729
"5346",12,32,4,36,346.249980090089
"5347",12,37,2,34,403.94228142715
"5348",14,38,3,28,378.942318663568
"5349",12,37,2,13,631.442572870573
"5350",10,36,1,48,365.480892455584
"5351",12,39,3,22,577.019464553128
"5352",17,33,1,25,499.711534033537
"5353",14,37,4,19,346.249980090089
"5354",16,32,3,48,961.635037706562
"5355",12,33,2,6,727.019282088835
"5356",7,33,2,42,338.173135654731
"5357",11,30,1,36,500.095959996047
"5358",10,32,1,48,538.557893694644
"5359",14,39,4,47,297.708255924407
"5360",8,31,4,29,343.173105288792
"5361",18,38,1,39,461.634752774662
"5362",12,30,2,47,200.124965715213
"5363",12,37,3,30,416.805630822994
"5364",15,30,4,42,404.327017584422
"5365",12,35,2,19,291.805650444029
"5366",6,36,2,45,140.099936486666
"5367",16,33,1,17,500.095959996047
"5368",12,35,3,47,320.096015747837
"5369",20,35,3,39,769.326917920281
"5370",8,38,3,21,240.096037607844
"5371",7,34,3,51,300.124983630758
"5372",13,33,3,55,346.249980090089
"5373",8,36,2,54,119.062551753977
"5374",12,31,3,39,383.472150931619
"5375",8,31,1,22,306.87484700788
"5376",10,32,3,48,461.634752774662
"5377",12,36,3,51,605.394916727197
"5378",14,36,4,36,884.711851087656
"5379",20,36,3,1,500.095959996047
"5380",14,39,3,6,336.634576736493
"5381",10,30,2,45,140.192292772864
"5382",14,35,1,12,452.019355130223
"5383",12,30,3,54,327.01923768246
"5384",16,37,1,36,641.249745754057
"5385",16,38,3,47,384.711614361321
"5386",12,34,3,26,557.788579054051
"5387",15,36,4,48,570.100123120214
"5388",8,32,4,19,288.557680969383
"5389",4,33,3,5,218.750103854273
"5390",8,32,3,34,346.249980090089
"5391",15,33,3,28,42.4038432152801
"5392",18,37,1,55,112.812483244276
"5393",17,39,1,26,461.634752774662
"5394",15,35,4,6,651.278920656875
"5395",7,37,4,18,232.019170565421
"5396",9,38,2,36,161.057750592575
"5397",16,35,4,36,769.326917920281
"5398",12,39,2,17,269.326931395683
"5399",8,36,2,42,380.096056104684
"5400",12,38,2,17,400.100193703185
"5401",20,31,1,26,942.403945933825
"5402",9,34,2,44,250.096038976685
"5403",12,35,4,42,259.134699034379
"5404",14,35,4,5,320.099856923073
"5405",3,30,2,48,166.805589574222
"5406",12,30,3,17,250.096038976685
"5407",12,37,4,39,198.100009171138
"5408",7,38,2,36,211.634557104866
"5409",14,30,4,36,144.326919398588
"5410",12,37,3,47,320.099856923073
"5411",14,31,2,6,673.172761319504
"5412",12,35,3,51,723.365046505155
"5413",12,30,3,36,769.326917920281
"5414",9,38,3,23,377.361268318146
"5415",12,37,4,27,600.099815171949
"5416",5,31,2,47,288.557680969383
"5417",13,36,2,17,541.770781702965
"5418",10,38,4,25,300.142991670011
"5419",13,34,1,39,506.442098361482
"5420",10,38,2,55,577.019464553128
"5421",12,32,1,42,615.480953262824
"5422",10,30,4,36,346.249980090089
"5423",8,33,4,28,250.096038976685
"5424",12,32,4,42,692.403584354935
"5425",16,37,3,47,409.711396147201
"5426",12,38,4,19,366.634705682979
"5427",11,39,1,22,588.099999137898
"5428",12,31,2,17,402.788656971588
"5429",8,35,4,51,287.403743798833
"5430",18,39,1,25,238.214374155056
"5431",12,30,4,17,315.480855415781
"5432",7,35,4,36,196.176546254788
"5433",14,31,2,39,480.86520896896
"5434",17,36,2,44,435.299804742637
"5435",18,31,1,6,278.94231383627
"5436",20,36,2,48,538.557893694644
"5437",12,36,2,42,538.557893694644
"5438",14,37,4,37,439.326995383136
"5439",18,33,2,39,817.788707952363
"5440",12,31,3,26,220.100002524015
"5441",12,33,4,5,346.249980090089
"5442",9,34,1,40,177.299962220891
"5443",16,35,3,39,560.09981000527
"5444",18,37,3,55,548.173038066238
"5445",12,34,2,42,249.705943608491
"5446",17,31,1,40,365.480892455584
"5447",13,37,2,31,327.01923768246
"5448",12,35,1,19,358.557845042009
"5449",16,30,2,42,226.057637512955
"5450",12,34,1,6,469.711651976948
"5451",12,31,1,22,522.840789532208
"5452",8,39,2,26,275.480817990453
"5453",13,39,2,29,86.6345762724732
"5454",12,30,2,17,417.980591655244
"5455",12,38,4,20,384.711614361321
"5456",14,36,3,40,320.099856923073
"5457",12,34,3,17,577.019464553128
"5458",12,34,2,30,294.326883990874
"5459",14,39,3,21,517.980708868813
"5460",9,35,2,55,416.249982811101
"5461",20,36,4,16,250.096038976685
"5462",20,39,1,18,871.250033042389
"5463",16,34,4,20,519.327133692303
"5464",9,37,3,42,692.403584354935
"5465",16,33,2,48,334.711511127619
"5466",12,37,2,27,307.788543464825
"5467",9,36,3,45,157.788416577788
"5468",12,39,4,48,222.788524301311
"5469",15,32,4,34,615.480953262824
"5470",8,34,2,34,270.937454760252
"5471",14,37,3,46,673.172761319504
"5472",12,39,1,26,478.750219988139
"5473",16,34,1,28,1153.94178555186
"5474",9,31,2,55,182.788546289978
"5475",12,33,4,19,577.019464553128
"5476",12,30,4,37,365.480892455584
"5477",12,36,4,37,394.795930596551
"5478",16,33,4,26,384.519306635078
"5479",13,32,1,36,692.403584354935
"5480",12,35,1,40,340.100104746344
"5481",8,31,2,9,125.312547931929
"5482",12,39,3,50,461.634752774662
"5483",14,37,4,45,184.711472589494
"5484",20,32,1,36,1288.5579450288
"5485",12,37,4,18,658.658374342847
"5486",9,35,3,36,250.096038976685
"5487",16,38,1,26,480.86520896896
"5488",12,31,2,23,1028.94264942502
"5489",16,36,1,34,538.557893694644
"5490",12,39,1,5,294.215649453377
"5491",10,33,2,5,166.770897619679
"5492",12,33,4,47,269.326931395683
"5493",20,38,3,9,538.557893694644
"5494",12,37,4,46,519.327133692303
"5495",16,37,1,55,315.480855415781
"5496",10,30,4,21,438.173083444602
"5497",12,35,1,25,416.771037391283
"5498",11,33,1,54,532.021020085501
"5499",16,37,1,38,700.099872593607
"5500",14,38,4,19,564.591804427856
"5501",11,34,2,54,416.874826300776
"5502",12,31,4,25,230.865433080054
"5503",12,35,1,41,314.038314762231
"5504",16,34,4,5,329.659070260155
"5505",10,31,3,5,173.173156750926
"5506",8,31,2,1,332.788449062882
"5507",16,37,1,42,980.865161434017
"5508",20,34,1,19,519.327133692303
"5509",12,33,4,51,346.249980090089
"5510",12,33,1,29,461.634752774662
"5511",11,32,4,35,33.4722253194524
"5512",13,35,2,34,100.249993364786
"5513",14,31,3,17,640.480707574345
"5514",12,30,2,51,527.404074750762
"5515",10,33,3,47,103.888893880494
"5516",17,33,1,48,349.700124468977
"5517",16,30,2,37,384.711614361321
"5518",11,38,3,42,500.124966402905
"5519",12,35,1,45,299.71139651219
"5520",15,32,3,1,269.326931395683
"5521",13,30,1,42,182.788546289978
"5522",18,35,4,15,500.095959996047
"5523",9,39,3,28,474.500181235318
"5524",10,33,3,31,423.172966617204
"5525",12,31,1,6,449.903898019264
"5526",11,32,2,30,442.403782444095
"5527",13,35,2,48,480.86520896896
"5528",12,34,4,51,222.211581986771
"5529",14,38,4,5,274.327047877549
"5530",12,33,4,20,600.099815171949
"5531",12,31,3,37,264.711618140973
"5532",16,39,4,17,577.019464553128
"5533",16,34,2,32,750.095851226683
"5534",12,32,4,54,423.172966617204
"5535",13,38,3,39,307.788543464825
"5536",7,35,2,31,250.096038976685
"5537",8,31,1,53,133.499936208335
"5538",18,31,1,36,153.942322032129
"5539",8,32,1,39,288.557680969383
"5540",16,36,4,42,281.000092917233
"5541",12,38,4,21,521.799805523805
"5542",12,32,1,36,577.019464553128
"5543",8,30,2,36,96.2500025825903
"5544",13,37,2,55,312.403930652296
"5545",12,32,1,6,461.634752774662
"5546",13,39,1,26,480.86520896896
"5547",12,36,4,34,336.634576736493
"5548",12,37,4,17,406.354121548001
"5549",13,30,3,40,528.942113714319
"5550",16,34,4,42,715.67274326736
"5551",12,30,4,21,467.980673909588
"5552",17,37,1,42,1442.30816259091
"5553",12,38,3,4,400.100193703185
"5554",8,37,4,28,386.6345764312
"5555",12,38,3,17,444.583549424069
"5556",12,32,3,29,270.937454760252
"5557",16,38,3,36,480.86520896896
"5558",12,36,3,47,461.634752774662
"5559",12,32,1,34,416.333241133218
"5560",12,38,3,5,303.750001623617
"5561",12,39,1,18,538.557893694644
"5562",8,33,1,45,320.099856923073
"5563",12,30,1,39,258.365435650778
"5564",13,37,3,1,250.096038976685
"5565",10,33,1,51,250.096038976685
"5566",12,32,3,36,673.172761319504
"5567",12,32,2,11,340.86210113668
"5568",16,35,3,42,390.096053568393
"5569",16,36,4,12,461.634752774662
"5570",12,31,2,6,423.172966617204
"5571",14,30,4,36,510.581360985559
"5572",12,35,3,37,346.249980090089
"5573",12,39,2,28,766.83296454225
"5574",14,34,4,48,360.100082587205
"5575",17,38,1,36,478.365459505708
"5576",12,37,2,21,240.480739235535
"5577",12,34,4,17,307.788543464825
"5578",20,38,1,36,538.557893694644
"5579",12,35,3,36,384.711614361321
"5580",10,37,1,28,250.096038976685
"5581",16,34,3,31,730.865172358431
"5582",7,37,3,54,170.568163030217
"5583",12,36,4,48,500.095959996047
"5584",12,32,1,47,730.865172358431
"5585",12,30,4,36,557.788579054051
"5586",13,37,4,17,442.403782444095
"5587",12,33,3,28,269.326931395683
"5588",10,36,3,36,553.235074107679
"5589",10,32,3,29,375.096002547651
"5590",16,31,4,42,480.86520896896
"5591",14,37,1,27,519.327133692303
"5592",16,39,2,18,480.86520896896
"5593",12,34,3,17,292.980777188601
"5594",12,35,2,13,1015.28841112006
"5595",9,31,1,42,403.94228142715
"5596",12,37,3,17,280.10008899729
"5597",6,36,1,45,57.7884541191239
"5598",12,31,3,26,280.10008899729
"5599",19,30,4,25,189.326871486896
"5600",12,33,2,6,285.857089822524
"5601",12,36,2,26,365.480892455584
"5602",14,38,4,54,7634.99833822156
"5603",12,35,4,55,807.788284457098
"5604",16,38,3,36,561.249753579614
"5605",12,35,4,37,192.403936884517
"5606",8,36,3,26,403.94228142715
"5607",6,32,4,28,173.173156750926
"5608",12,33,4,19,577.019464553128
"5609",7,39,3,45,225.480797476059
"5610",12,31,1,20,423.172966617204
"5611",15,33,2,12,280.865245238664
"5612",13,35,4,47,528.942113714319
"5613",14,34,3,36,323.17306994972
"5614",15,30,1,42,519.327133692303
"5615",12,39,4,48,269.326931395683
"5616",16,39,4,40,230.865433080054
"5617",14,34,4,19,151.249985342219
"5618",12,34,4,47,288.557680969383
"5619",7,31,3,34,370.499835225296
"5620",8,32,4,27,200.099951657909
"5621",9,30,1,37,230.865433080054
"5622",10,39,2,42,442.403782444095
"5623",12,38,1,36,196.730741616805
"5624",12,31,4,45,384.711614361321
"5625",14,38,3,18,487.403830398506
"5626",15,33,2,6,480.86520896896
"5627",12,38,1,25,274.607828042094
"5628",12,33,4,36,682.019329624679
"5629",17,30,1,53,884.711851087656
"5630",12,30,1,42,480.86520896896
"5631",8,39,3,47,198.750048985036
"5632",8,38,2,39,480.86520896896
"5633",15,37,4,34,600.099815171949
"5634",15,32,2,31,384.711614361321
"5635",12,32,3,29,477.019323237642
"5636",16,31,3,42,615.480953262824
"5637",8,38,2,31,357.321522603208
"5638",12,31,4,42,442.403782444095
"5639",10,33,1,1,250.096038976685
"5640",12,37,2,18,381.826760806653
"5641",8,39,1,51,519.327133692303
"5642",12,33,2,42,597.59603564315
"5643",20,34,2,51,550.12526123723
"5644",12,34,3,17,416.826888452231
"5645",9,32,2,40,192.403936884517
"5646",12,37,4,42,365.480892455584
"5647",19,32,4,13,495.124873276694
"5648",18,33,1,17,1077.01973388336
"5649",12,39,2,17,38.5577069149205
"5650",13,39,4,13,519.327133692303
"5651",12,37,3,37,230.865433080054
"5652",12,36,4,27,213.749976954145
"5653",17,37,1,34,360.100082587205
"5654",14,32,3,29,202.019252042327
"5655",17,34,3,25,0.288462553120789
"5656",11,39,1,6,384.711614361321
"5657",12,35,1,1,190.865310755464
"5658",15,33,4,48,423.172966617204
"5659",12,31,4,42,346.249980090089
"5660",10,32,2,28,327.01923768246
"5661",17,38,3,36,634.134451141179
"5662",13,34,3,26,520.099947584831
"5663",9,39,3,42,173.173156750926
"5664",20,38,2,36,659.204628526253
"5665",12,37,4,18,394.32679719015
"5666",12,39,1,8,480.86520896896
"5667",9,31,2,29,436.63473548071
"5668",12,30,1,42,418.557803055992
"5669",13,30,1,54,307.788543464825
"5670",11,34,4,36,615.480953262824
"5671",12,32,1,36,384.711614361321
"5672",16,37,4,36,461.634752774662
"5673",12,31,2,6,327.01923768246
"5674",13,39,2,45,413.152180137489
"5675",8,34,1,28,298.173043243499
"5676",17,32,1,56,483.875189244608
"5677",12,31,3,40,394.519275628098
"5678",10,33,2,1,250.096038976685
"5679",17,32,2,36,377.403912550819
"5680",16,37,3,29,475.125034537117
"5681",12,32,3,36,309.519161080525
"5682",8,30,1,27,581.100081888002
"5683",17,36,2,25,200.166596037485
"5684",10,39,1,21,470.72920859099
"5685",12,36,3,25,521.250118264856
"5686",8,32,2,21,467.980673909588
"5687",12,34,2,18,595.673084121241
"5688",14,37,3,20,630.865698030931
"5689",12,32,1,13,115.576887369689
"5690",18,37,2,42,288.557680969383
"5691",12,30,1,39,346.249980090089
"5692",12,39,1,45,430.101832320357
"5693",14,39,3,45,503.172976175318
"5694",16,30,2,6,466.833190467392
"5695",8,33,2,26,423.172966617204
"5696",20,35,2,41,95.1250174857031
"5697",11,36,1,1,14.5238046019239
"5698",18,37,3,47,450.865468953253
"5699",12,35,1,28,240.096037607844
"5700",16,38,2,40,564.23058127676
"5701",12,39,4,19,346.249980090089
"5702",12,36,2,13,337.968602785092
"5703",16,32,3,37,1442.30816259091
"5704",14,33,3,49,346.249980090089
"5705",11,31,3,29,208.749924071175
"5706",16,38,4,36,1384.90385854635
"5707",14,36,2,54,442.403782444095
"5708",16,35,3,19,288.557680969383
"5709",12,34,1,47,134.711573460991
"5710",10,32,1,18,517.941343830829
"5711",13,38,1,39,288.557680969383
"5712",1,32,4,42,692.403584354935
"5713",16,33,1,17,961.635037706562
"5714",18,32,3,20,365.480892455584
"5715",12,30,3,49,460.28828513516
"5716",17,31,3,48,423.172966617204
"5717",16,36,2,42,653.942220699472
"5718",9,37,1,50,411.634574222136
"5719",18,35,1,42,403.94228142715
"5720",16,36,4,1,480.86520896896
"5721",16,37,2,42,442.403782444095
"5722",10,30,3,5,211.634557104866
"5723",15,39,4,37,316.022685320775
"5724",12,36,3,42,389.326763497755
"5725",18,34,2,36,577.019464553128
"5726",12,30,1,41,155.250043343696
"5727",7,31,4,31,350.124918217717
"5728",14,35,2,29,519.327133692303
"5729",17,36,4,6,442.403782444095
"5730",17,39,2,49,600.111217176756
"5731",12,35,4,29,399.711485257814
"5732",8,30,3,42,365.480892455584
"5733",12,39,1,42,327.01923768246
"5734",8,32,4,21,384.711614361321
"5735",17,36,4,11,527.019210268821
"5736",12,37,1,36,490.480734026219
"5737",14,30,4,42,577.019464553128
"5738",12,38,4,36,480.86520896896
"5739",8,31,1,20,400.480869970271
"5740",20,35,2,26,343.365336047343
"5741",14,34,2,36,307.788543464825
"5742",12,37,3,25,673.172761319504
"5743",9,33,3,39,625.156488502401
"5744",12,36,4,55,223.173166163958
"5745",8,34,1,39,384.711614361321
"5746",19,35,3,42,465.480869871275
"5747",17,31,1,34,685.2885565506
"5748",10,31,2,42,266.562569923085
"5749",12,39,2,55,311.249860628843
"5750",12,33,3,48,442.403782444095
"5751",12,39,2,39,288.557680969383
"5752",20,39,4,39,423.172966617204
"5753",12,38,1,13,327.01923768246
"5754",16,35,2,6,405.673236767627
"5755",12,36,4,37,366.022570671021
"5756",9,35,1,47,269.326931395683
"5757",12,34,1,18,402.058660654678
"5758",17,38,1,27,307.788543464825
"5759",12,36,3,22,375.672968388232
"5760",17,38,4,9,710.673420435833
"5761",20,31,1,51,649.444251838767
"5762",16,35,2,1,1038.55748950736
"5763",16,38,2,20,790.480509158839
"5764",19,30,3,8,620.096431114119
"5765",8,33,1,51,442.403782444095
"5766",14,34,1,34,454.519128663356
"5767",9,31,1,36,409.711396147201
"5768",12,31,4,42,430.288537027575
"5769",12,35,1,26,769.326917920281
"5770",12,36,4,22,403.94228142715
"5771",12,39,2,29,400.125000684203
"5772",12,38,2,55,11.6346184160216
"5773",12,35,3,29,737.064938317203
"5774",11,39,3,34,246.249931037156
"5775",15,34,3,51,288.557680969383
"5776",13,39,2,1,501.826779807321
"5777",12,35,1,21,500.095959996047
"5778",11,34,4,23,480.86520896896
"5779",12,36,2,2,429.02191433958
"5780",7,33,1,40,627.981055743714
"5781",17,33,2,41,173.173156750926
"5782",7,36,3,51,150.250064094362
"5783",20,33,3,54,577.019464553128
"5784",12,37,4,1,500.208494246674
"5785",8,30,4,26,55.1249816010967
"5786",12,33,2,18,218.04337262605
"5787",12,35,4,21,192.403936884517
"5788",18,31,3,19,440.100011523118
"5789",12,33,3,48,280.865245238664
"5790",12,37,3,36,105.729188552385
"5791",18,39,1,20,319.903695840293
"5792",12,30,4,44,444.583549424069
"5793",14,35,3,36,673.172761319504
"5794",11,34,3,54,375.113632474071
"5795",14,39,1,36,288.557680969383
"5796",14,39,1,9,346.249980090089
"5797",19,30,1,40,500.095959996047
"5798",14,30,1,42,240.100119275177
"5799",16,32,3,47,369.326841013015
"5800",12,35,1,37,182.788546289978
"5801",10,35,1,28,288.557680969383
"5802",8,38,3,45,383.365560490418
"5803",12,32,2,42,459.711445379718
"5804",8,39,2,13,259.327048333827
"5805",12,37,1,4,346.249980090089
"5806",18,34,1,26,605.865491372069
"5807",12,38,3,42,336.634576736493
"5808",6,36,2,54,278.365500454444
"5809",19,32,3,47,1019.32711764018
"5810",7,37,3,22,115.865380006558
"5811",12,35,2,9,423.172966617204
"5812",12,35,3,36,227.788370876062
"5813",8,35,1,28,128.942297746427
"5814",17,31,1,46,711.634900714472
"5815",8,30,1,21,192.403936884517
"5816",12,35,1,42,288.557680969383
"5817",15,31,3,16,769.326917920281
"5818",12,30,3,6,300.096173015261
"5819",12,30,3,55,480.86520896896
"5820",12,31,4,21,480.86520896896
"5821",20,37,4,27,500.095959996047
"5822",12,32,4,21,519.327133692303
"5823",12,37,2,27,384.711614361321
"5824",17,37,4,8,807.788284457098
"5825",18,37,3,26,865.480634986267
"5826",12,33,1,22,269.326931395683
"5827",12,33,4,27,144.326919398588
"5828",13,39,1,34,1057.78883113816
"5829",12,35,3,20,384.711614361321
"5830",16,31,4,36,442.403782444095
"5831",12,31,2,19,480.86520896896
"5832",12,37,4,18,288.557680969383
"5833",15,32,3,17,271.250025808172
"5834",12,36,3,17,461.634752774662
"5835",18,35,1,1,673.172761319504
"5836",12,36,4,22,403.94228142715
"5837",11,34,3,55,367.448803961427
"5838",11,30,4,22,634.711776134749
"5839",15,30,2,6,868.365752712535
"5840",13,36,4,39,430.249812801859
"5841",10,36,1,48,479.00019284021
"5842",8,34,1,37,173.173156750926
"5843",4,30,1,45,1442.30816259091
"5844",13,34,4,42,284.404636346759
"5845",12,31,4,42,327.01923768246
"5846",12,33,1,27,480.86520896896
"5847",16,30,1,39,923.173323825475
"5848",13,38,3,18,577.019464553128
"5849",13,38,2,39,640.865111308477
"5850",9,32,4,17,307.788543464825
"5851",13,35,1,48,346.249980090089
"5852",12,31,3,17,489.327010939737
"5853",10,39,3,8,442.403782444095
"5854",10,31,3,9,230.865433080054
"5855",12,37,4,29,577.019464553128
"5856",12,38,1,42,461.634752774662
"5857",12,38,2,36,421.8268829954
"5858",14,34,2,21,306.354215658766
"5859",14,37,3,48,321.100128088271
"5860",12,34,4,36,515.096365172825
"5861",14,31,4,48,365.480892455584
"5862",12,34,1,37,289.711615819462
"5863",9,30,2,34,440.096050640838
"5864",14,38,3,48,269.326931395683
"5865",9,30,4,26,386.025720243443
"5866",12,36,3,17,769.326917920281
"5867",12,35,2,27,769.326917920281
"5868",16,33,4,25,535.000135410654
"5869",12,34,2,9,533.499962259247
"5870",12,34,3,40,480.86520896896
"5871",16,31,2,20,194.711504699863
"5872",13,34,4,40,240.100119275177
"5873",12,31,2,17,368.942202875951
"5874",15,36,1,28,207.980848303881
"5875",18,39,4,23,303.94233624213
"5876",20,30,2,39,865.480634986267
"5877",12,38,1,19,636.477456843835
"5878",12,36,4,48,479.903959736407
"5879",13,30,2,38,367.596180478832
"5880",12,31,2,42,423.172966617204
"5881",9,33,3,39,320.67302811587
"5882",11,34,2,55,577.019464553128
"5883",11,38,1,45,480.86520896896
"5884",16,36,2,36,365.480892455584
"5885",11,38,4,53,403.94228142715
"5886",12,38,3,33,293.749980771605
"5887",17,38,1,36,542.999826275901
"5888",14,37,1,21,288.557680969383
"5889",9,38,4,18,441.250172860822
"5890",16,35,1,42,288.557680969383
"5891",12,36,4,28,307.788543464825
"5892",12,34,2,46,486.428537608021
"5893",13,38,1,22,340.100104746344
"5894",16,31,2,55,860.749912015316
"5895",12,35,3,42,288.557680969383
"5896",14,36,3,51,557.788579054051
"5897",6,37,4,48,136.47725899823
"5898",13,33,1,40,1057.78883113816
"5899",18,31,1,17,423.172966617204
"5900",12,38,4,5,384.711614361321
"5901",14,39,1,18,281.166775388801
"5902",16,37,4,29,902.595949688255
"5903",7,31,4,42,268.365269918997
"5904",12,37,3,54,488.173072627121
"5905",18,31,1,28,438.557529793866
"5906",12,30,4,42,750.095851226683
"5907",19,31,3,39,365.480892455584
"5908",13,39,3,39,280.10008899729
"5909",9,30,4,21,1000.16673491658
"5910",9,35,1,39,340.096023569574
"5911",20,39,4,50,1000.09572559927
"5912",17,35,2,18,365.480892455584
"5913",13,31,1,27,384.711614361321
"5914",13,36,3,6,461.634752774662
"5915",12,32,4,54,259.711655943303
"5916",12,30,3,42,567.788505551077
"5917",12,30,3,34,319.903695840293
"5918",10,34,1,39,562.603996693228
"5919",10,39,2,53,134.711573460991
"5920",16,38,1,36,1250.09646585164
"5921",15,39,1,26,479.270904417984
"5922",13,35,4,53,125.312547931929
"5923",12,34,1,15,347.788313448507
"5924",10,35,1,18,405.095969190532
"5925",15,32,2,20,302.980667547426
"5926",14,34,1,27,625.48102893089
"5927",19,33,2,6,662.403574935383
"5928",16,30,4,49,1153.94178555186
"5929",9,36,1,45,442.403782444095
"5930",12,30,1,39,442.403782444095
"5931",18,39,2,45,278.94231383627
"5932",14,35,4,42,118.17304106716
"5933",12,34,4,32,402.788656971588
"5934",12,35,3,51,198.499980124743
"5935",12,31,1,20,252.023919082213
"5936",16,36,4,13,634.711776134749
"5937",11,39,1,36,240.100119275177
"5938",14,34,1,18,448.942133132973
"5939",11,33,4,17,479.270904417984
"5940",8,30,4,13,225.096230076423
"5941",19,30,1,37,519.327133692303
"5942",16,39,2,26,730.865172358431
"5943",18,31,2,36,711.634900714472
"5944",13,30,4,6,384.711614361321
"5945",12,37,3,13,278.557638929909
"5946",12,36,2,20,327.01923768246
"5947",12,33,3,31,230.865433080054
"5948",14,39,4,36,373.172955559159
"5949",13,34,1,36,269.326931395683
"5950",16,32,2,18,363.557693128022
"5951",8,30,3,22,288.557680969383
"5952",7,39,4,37,269.423098274957
"5953",12,38,2,39,134.711573460991
"5954",17,34,2,24,388.365536304686
"5955",12,39,3,6,423.172966617204
